,hour,longitude,latitude,value,h3_8,h3_9,h3_10,h3_11,h3_12,h3_,passengername,phone
6672,13,116.2877,39.8904,90,8831aa4305fffff,8931aa43057ffff,8a31aa43056ffff,8b31aa43056efff,8c31aa43056e9ff,8031fffffffffff,,13800016672
6673,13,119.5439,39.9016,90,8830305023fffff,89303050233ffff,8a303050232ffff,8b303050232efff,8c303050232edff,8031fffffffffff,,13800016673
6674,13,116.4452,39.9555,90,8831aa55c3fffff,8931aa55c3bffff,8a31aa55c39ffff,8b31aa55c39cfff,8c31aa55c39c3ff,8031fffffffffff,,13800016674
6675,13,116.446,39.9469,90,8831aa5589fffff,8931aa5588bffff,8a31aa5588b7fff,8b31aa5588b1fff,8c31aa5588b1dff,8031fffffffffff,,13800016675
6676,13,116.3275,39.9555,90,8831aa50a7fffff,8931aa50a73ffff,8a31aa50a72ffff,8b31aa50a72bfff,8c31aa50a72bbff,8031fffffffffff,,13800016676
6677,13,126.0686,42.9517,89,8831735961fffff,89317359603ffff,8a3173596017fff,8b3173596010fff,8c31735960103ff,8031fffffffffff,,13800016677
6678,13,116.4847,40.0017,88,8831aa56a7fffff,8931aa56a63ffff,8a31aa56a60ffff,8b31aa56a60efff,8c31aa56a60e5ff,8031fffffffffff,,13800016678
6679,13,116.4188,39.9518,88,8831aa5517fffff,8931aa55163ffff,8a31aa551607fff,8b31aa551601fff,8c31aa5516019ff,8031fffffffffff,,13800016679
6680,13,116.3074,39.8908,88,8831aa431dfffff,8931aa431cfffff,8a31aa431cd7fff,8b31aa431cd2fff,8c31aa431cd21ff,8031fffffffffff,,13800016680
6681,13,116.3374,39.9887,88,8831aa50c3fffff,8931aa50c2bffff,8a31aa50c297fff,8b31aa50c294fff,8c31aa50c2943ff,8031fffffffffff,,13800016681
6682,13,116.3731,39.9488,88,8831aa5567fffff,8931aa5566fffff,8a31aa5566d7fff,8b31aa5566d3fff,8c31aa5566d39ff,8031fffffffffff,,13800016682
6683,13,116.4044,39.9529,88,8831aa5539fffff,8931aa5502fffff,8a31aa5502dffff,8b31aa5502dbfff,8c31aa5502db1ff,8031fffffffffff,,13800016683
6684,13,116.294,39.9654,87,8831aa51ddfffff,8931aa51dd3ffff,8a31aa51dd37fff,8b31aa51dd30fff,8c31aa51dd301ff,8031fffffffffff,,13800016684
6685,13,116.3972,39.9707,87,8831aa5543fffff,8931aa5542fffff,8a31aa5542cffff,8b31aa5542cbfff,8c31aa5542cb3ff,8031fffffffffff,,13800016685
6686,13,116.279,39.8793,87,8831aa4329fffff,8931aa4328fffff,8a31aa4328dffff,8b31aa4328dcfff,8c31aa4328dcbff,8031fffffffffff,,13800016686
6687,13,116.3016,39.8903,87,8831aa4303fffff,8931aa43023ffff,8a31aa43022ffff,8b31aa430229fff,8c31aa4302299ff,8031fffffffffff,,13800016687
6688,13,116.6529,40.1408,87,8831aa0343fffff,8931aa03423ffff,8a31aa03420ffff,8b31aa03420afff,8c31aa03420adff,8031fffffffffff,,13800016688
6689,13,116.2793,39.9051,86,8831aa4345fffff,8931aa43447ffff,8a31aa434467fff,8b31aa434466fff,8c31aa4344667ff,8031fffffffffff,,13800016689
6690,13,116.4807,39.9715,86,8831aa54e7fffff,8931aa54e77ffff,8a31aa54e767fff,8b31aa54e761fff,8c31aa54e7611ff,8031fffffffffff,,13800016690
6691,13,116.3067,39.9535,86,8831aa51d7fffff,8931aa51d67ffff,8a31aa51d677fff,8b31aa51d675fff,8c31aa51d675dff,8031fffffffffff,,13800016691
6692,13,116.6598,39.9012,86,8831aa7235fffff,8931aa7235bffff,8a31aa7235a7fff,8b31aa7235a1fff,8c31aa7235a15ff,8031fffffffffff,,13800016692
6693,13,116.4425,39.9194,85,8831aa55a3fffff,8931aa55a2fffff,8a31aa55a2d7fff,8b31aa55a2d4fff,8c31aa55a2d41ff,8031fffffffffff,,13800016693
6694,13,108.9583,34.2608,85,88408859ebfffff,89408859eb3ffff,8a408859eb0ffff,8b408859eb0cfff,8c408859eb0c9ff,8041fffffffffff,,13800016694
6695,13,116.3428,40.0037,85,8831aa52b5fffff,8931aa52b7bffff,8a31aa52b7b7fff,8b31aa52b7b2fff,8c31aa52b7b21ff,8031fffffffffff,,13800016695
6696,13,116.483,39.997,85,8831aa54cdfffff,8931aa54cd3ffff,8a31aa54cd07fff,8b31aa54cd02fff,8c31aa54cd021ff,8031fffffffffff,,13800016696
6697,13,121.6515,31.2032,84,8830994f3dfffff,8930994f3d3ffff,8a30994f3d07fff,8b30994f3d02fff,8c30994f3d021ff,8031fffffffffff,,13800016697
6698,13,116.389,39.9794,84,8831aa5541fffff,8931aa55417ffff,8a31aa554167fff,8b31aa554163fff,8c31aa5541637ff,8031fffffffffff,,13800016698
6699,13,116.4612,39.9148,84,8831aa4759fffff,8931aa4759bffff,8a31aa4759b7fff,8b31aa4759b2fff,8c31aa4759b2bff,8031fffffffffff,,13800016699
6700,13,116.4374,39.9873,84,8831aa5405fffff,8931aa5405bffff,8a31aa54058ffff,8b31aa54058bfff,8c31aa54058b1ff,8031fffffffffff,,13800016700
6701,13,116.8701,40.3852,84,8831aabb59fffff,8931aabb58fffff,8a31aabb58e7fff,8b31aabb58e6fff,8c31aabb58e67ff,8031fffffffffff,,13800016701
6702,13,130.2636,47.2804,83,88149cac23fffff,89149cac23bffff,8a149cac239ffff,8b149cac2398fff,8c149cac2398dff,8015fffffffffff,,13800016702
6703,13,116.2894,39.8709,83,8831aa4323fffff,8931aa4335bffff,8a31aa4335b7fff,8b31aa4335b5fff,8c31aa4335b59ff,8031fffffffffff,,13800016703
6704,13,116.4189,39.8824,83,8831aa4765fffff,8931aa4764bffff,8a31aa476497fff,8b31aa47649efff,8c31aa4764933ff,8031fffffffffff,,13800016704
6705,13,120.0906,30.2596,83,88309a4269fffff,89309a42683ffff,8a309a42680ffff,8b309a42680efff,8c309a42680ebff,8031fffffffffff,,13800016705
6706,13,116.3594,39.9559,83,8831aa50b3fffff,8931aa50b2fffff,8a31aa50b2effff,8b31aa50b2ecfff,8c31aa50b2ec9ff,8031fffffffffff,,13800016706
6707,13,116.4027,39.9877,82,8831aa5737fffff,8931aa57377ffff,8a31aa573757fff,8b31aa573750fff,8c31aa5737503ff,8031fffffffffff,,13800016707
6708,13,122.4361,37.1692,82,88301eab5dfffff,89301eab5dbffff,8a301eab5daffff,8b301eab5daafff,8c301eab5daa7ff,8031fffffffffff,,13800016708
6709,13,116.3651,39.9892,82,8831aa50d3fffff,8931aa50d2fffff,8a31aa50d2effff,8b31aa50d2eafff,8c31aa50d2eadff,8031fffffffffff,,13800016709
6710,13,116.4694,39.8918,82,8831aa471dfffff,8931aa471c7ffff,8a31aa471c57fff,8b31aa471c5efff,8c31aa471c517ff,8031fffffffffff,,13800016710
6711,13,117.0809,36.6974,82,8831992b1bfffff,8931992b1b3ffff,8a31992b1b0ffff,8b31992b1b0afff,8c31992b1b0a9ff,8031fffffffffff,,13800016711
6712,13,116.4621,39.9262,82,8831aa55bbfffff,8931aa55babffff,8a31aa55ba97fff,8b31aa55ba91fff,8c31aa55ba91dff,8031fffffffffff,,13800016712
6713,13,119.9857,36.7945,81,8830120949fffff,89301209493ffff,8a301209490ffff,8b3012094908fff,8c30120949089ff,8031fffffffffff,,13800016713
6714,13,116.3203,39.8745,81,8831aa4061fffff,8931aa4061bffff,8a31aa406187fff,8b31aa406180fff,8c31aa4061807ff,8031fffffffffff,,13800016714
6715,13,116.3641,39.8974,81,8831aa4059fffff,8931aa40587ffff,8a31aa40585ffff,8b31aa405859fff,8c31aa4058597ff,8031fffffffffff,,13800016715
6716,13,114.4779,38.0109,81,88319c9a1dfffff,89319c9a1c3ffff,8a319c9a1c2ffff,8b319c9a1c2efff,8c319c9a1c2edff,8031fffffffffff,,13800016716
6717,13,116.4415,39.9008,81,8831aa4747fffff,8931aa4747bffff,8a31aa4747affff,8b31aa4747abfff,8c31aa4747ab9ff,8031fffffffffff,,13800016717
6718,13,122.8557,45.6175,81,88312e31ddfffff,89312e31ddbffff,8a312e31ddb7fff,8b312e31ddb1fff,8c312e31ddb19ff,8031fffffffffff,,13800016718
6719,13,116.2929,39.9049,81,8831aa4343fffff,8931aa4342fffff,8a31aa4342e7fff,8b31aa4342e3fff,8c31aa4342e3dff,8031fffffffffff,,13800016719
6720,13,116.577,40.0419,81,8831aa0a61fffff,8931aa0a61bffff,8a31aa0a6197fff,8b31aa0a6191fff,8c31aa0a61919ff,8031fffffffffff,,13800016720
6721,13,116.4448,39.9349,80,8831aa5585fffff,8931aa5587bffff,8a31aa5587b7fff,8b31aa5587b6fff,8c31aa5587b45ff,8031fffffffffff,,13800016721
6722,13,116.6584,40.133,80,8831aa030bfffff,8931aa030b3ffff,8a31aa030b17fff,8b31aa030b1efff,8c31aa030b1edff,8031fffffffffff,,13800016722
6723,13,116.363,39.868,80,8831aa4015fffff,8931aa4014fffff,8a31aa4014e7fff,8b31aa4014e0fff,8c31aa4014e01ff,8031fffffffffff,,13800016723
6724,13,113.0221,28.1938,80,8841890001fffff,8941890000bffff,8a41890000a7fff,8b41890000a6fff,8c41890000a69ff,8041fffffffffff,,13800016724
6725,13,116.4208,39.9211,80,8831aa42d3fffff,8931aa42d2fffff,8a31aa42d2e7fff,8b31aa42d2e0fff,8c31aa42d2e0dff,8031fffffffffff,,13800016725
6726,13,123.7587,41.3103,80,88302575e1fffff,89302575eabffff,8a302575ea97fff,8b302575ea96fff,8c302575ea965ff,8031fffffffffff,,13800016726
6727,13,116.4543,39.9106,80,8831aa475dfffff,8931aa475dbffff,8a31aa475db7fff,8b31aa475db5fff,8c31aa475db51ff,8031fffffffffff,,13800016727
6728,13,116.485,39.9365,79,8831aa4645fffff,8931aa4645bffff,8a31aa46458ffff,8b31aa46458cfff,8c31aa46458c9ff,8031fffffffffff,,13800016728
6729,13,116.3626,39.9531,79,8831aa5565fffff,8931aa5564bffff,8a31aa5564a7fff,8b31aa5564a2fff,8c31aa5564a67ff,8031fffffffffff,,13800016729
6730,13,116.4566,39.924,78,8831aa55b1fffff,8931aa55b03ffff,8a31aa55b017fff,8b31aa55b010fff,8c31aa55b0155ff,8031fffffffffff,,13800016730
6731,13,116.4107,39.9105,78,8831aa429dfffff,8931aa429dbffff,8a31aa429d8ffff,8b31aa429dabfff,8c31aa429d8cbff,8031fffffffffff,,13800016731
6732,13,116.4074,39.9372,77,8831aa5537fffff,8931aa55377ffff,8a31aa55374ffff,8b31aa55374dfff,8c31aa55374d1ff,8031fffffffffff,,13800016732
6733,13,116.5019,40.0038,77,8831aa56b5fffff,8931aa56b47ffff,8a31aa56b457fff,8b31aa56b451fff,8c31aa56b4519ff,8031fffffffffff,,13800016733
6734,13,116.669,39.8959,77,8831aa7237fffff,8931aa7236bffff,8a31aa7236affff,8b31aa7236aefff,8c31aa7236ae7ff,8031fffffffffff,,13800016734
6735,13,116.38,39.9968,77,8831aa5721fffff,8931aa57217ffff,8a31aa572167fff,8b31aa572162fff,8c31aa5721629ff,8031fffffffffff,,13800016735
6736,13,116.3549,39.8835,77,8831aa4055fffff,8931aa4054fffff,8a31aa4054dffff,8b31aa4054ddfff,8c31aa4054dd9ff,8031fffffffffff,,13800016736
6737,13,116.373,39.9781,76,8831aa509bfffff,8931aa509afffff,8a31aa509adffff,8b31aa509ad9fff,8c31aa509add7ff,8031fffffffffff,,13800016737
6738,13,116.8555,40.3739,76,8831aabb43fffff,8931aabb42fffff,8a31aabb42dffff,8b31aabb42dcfff,8c31aabb42dc5ff,8031fffffffffff,,13800016738
6739,13,116.2467,39.9065,76,8831aa5a83fffff,8931aa5a823ffff,8a31aa5a820ffff,8b31aa5a820efff,8c31aa5a820e7ff,8031fffffffffff,,13800016739
6740,13,116.2826,39.887,75,8831aa4305fffff,8931aa4305bffff,8a31aa43058ffff,8b31aa43058cfff,8c31aa43058ebff,8031fffffffffff,,13800016740
6741,13,116.3687,39.8649,75,8831aa4017fffff,8931aa4016bffff,8a31aa4016affff,8b31aa4016abfff,8c31aa4016ab9ff,8031fffffffffff,,13800016741
6742,13,116.4495,39.8802,75,8831aa4707fffff,8931aa4706bffff,8a31aa470697fff,8b31aa470691fff,8c31aa4706825ff,8031fffffffffff,,13800016742
6743,13,116.6524,40.3226,74,8831aa88b9fffff,8931aa88b83ffff,8a31aa88b82ffff,8b31aa88b82efff,8c31aa88b82e1ff,8031fffffffffff,,13800016743
6744,13,116.3514,39.8567,74,8831aa4031fffff,8931aa4031bffff,8a31aa40319ffff,8b31aa40319cfff,8c31aa40319c9ff,8031fffffffffff,,13800016744
6745,13,116.3927,39.9491,74,8831aa5507fffff,8931aa5506bffff,8a31aa550697fff,8b31aa550695fff,8c31aa5506955ff,8031fffffffffff,,13800016745
6746,13,116.4464,39.8916,74,8831aa470dfffff,8931aa470c7ffff,8a31aa470ceffff,8b31aa470cedfff,8c31aa470ceddff,8031fffffffffff,,13800016746
6747,13,116.4232,39.9175,73,8831aa4299fffff,8931aa42997ffff,8a31aa42994ffff,8b31aa42994cfff,8c31aa42994c1ff,8031fffffffffff,,13800016747
6748,13,116.3231,39.9976,73,8831aa50cdfffff,8931aa50cdbffff,8a31aa50cdaffff,8b31aa50cdadfff,8c31aa50cdad1ff,8031fffffffffff,,13800016748
6749,13,121.5951,29.8329,73,884b34229dfffff,894b34229d7ffff,8a4b34229d4ffff,8b4b34229d4efff,8c4b34229d4e1ff,804bfffffffffff,,13800016749
6750,13,116.2786,39.9358,73,8831aa51a9fffff,8931aa51a97ffff,8a31aa51a94ffff,8b31aa51a949fff,8c31aa51a9499ff,8031fffffffffff,,13800016750
6751,13,116.4594,39.9722,73,8831aa5433fffff,8931aa5433bffff,8a31aa54339ffff,8b31aa54339efff,8c31aa543398dff,8031fffffffffff,,13800016751
6752,13,116.2804,39.9568,73,8831aa51c1fffff,8931aa51c73ffff,8a31aa51c727fff,8b31aa51c724fff,8c31aa51c7243ff,8031fffffffffff,,13800016752
6753,13,116.2468,39.8998,73,8831aa5ab9fffff,8931aa5ab83ffff,8a31aa5ab807fff,8b31aa5ab801fff,8c31aa5ab801dff,8031fffffffffff,,13800016753
6754,13,116.5677,40.0348,73,8831aa0b59fffff,8931aa0b597ffff,8a31aa0b5957fff,8b31aa0b5942fff,8c31aa0b59425ff,8031fffffffffff,,13800016754
6755,13,116.4977,39.9724,72,8831aa5481fffff,8931aa5480bffff,8a31aa548097fff,8b31aa548095fff,8c31aa548095dff,8031fffffffffff,,13800016755
6756,13,116.2491,40.2217,72,8831aad89bfffff,8931aad89bbffff,8a31aad89b87fff,8b31aad89b83fff,8c31aad89b835ff,8031fffffffffff,,13800016756
6757,13,116.4112,39.8613,72,8831aa408bfffff,8931aa408a7ffff,8a31aa408a47fff,8b31aa408a43fff,8c31aa408a43bff,8031fffffffffff,,13800016757
6758,13,116.5097,40.0084,72,8831aa56b1fffff,8931aa56b07ffff,8a31aa56b05ffff,8b31aa56b05cfff,8c31aa56b05c1ff,8031fffffffffff,,13800016758
6759,13,121.4427,31.392,72,883099530bfffff,893099530afffff,8a3099530ae7fff,8b3099530ae0fff,8c3099530ae07ff,8031fffffffffff,,13800016759
6760,13,118.8798,32.1248,72,88309111a7fffff,89309111a7bffff,8a309111a787fff,8b309111a783fff,8c309111a7831ff,8031fffffffffff,,13800016760
6761,13,116.2648,39.9101,72,8831aa5a91fffff,8931aa5a907ffff,8a31aa5a9067fff,8b31aa5a906efff,8c31aa5a90617ff,8031fffffffffff,,13800016761
6762,13,116.4552,39.9272,72,8831aa55b1fffff,8931aa55b13ffff,8a31aa55b137fff,8b31aa55b130fff,8c31aa55b1305ff,8031fffffffffff,,13800016762
6763,13,116.3325,39.9603,72,8831aa50a3fffff,8931aa50a33ffff,8a31aa50a337fff,8b31aa50a330fff,8c31aa50a330bff,8031fffffffffff,,13800016763
6764,13,116.3637,39.9932,72,8831aa50d3fffff,8931aa50d37ffff,8a31aa50d30ffff,8b31aa50d309fff,8c31aa50d3097ff,8031fffffffffff,,13800016764
6765,13,116.2946,39.9379,71,8831aa5183fffff,8931aa5182bffff,8a31aa518297fff,8b31aa518295fff,8c31aa5182951ff,8031fffffffffff,,13800016765
6766,13,116.3785,39.9904,71,8831aa5721fffff,8931aa5720fffff,8a31aa5720d7fff,8b31aa5720d0fff,8c31aa5720d01ff,8031fffffffffff,,13800016766
6767,13,116.618,40.0537,71,8831aa0a57fffff,8931aa0a573ffff,8a31aa0a570ffff,8b31aa0a5708fff,8c31aa0a57085ff,8031fffffffffff,,13800016767
6768,13,116.3527,39.9988,71,8831aa50d9fffff,8931aa50d8bffff,8a31aa50d887fff,8b31aa50d886fff,8c31aa50d8869ff,8031fffffffffff,,13800016768
6769,13,116.3336,39.9804,71,8831aa508dfffff,8931aa508c3ffff,8a31aa508c27fff,8b31aa508c20fff,8c31aa508c203ff,8031fffffffffff,,13800016769
6770,13,116.3013,39.9644,71,8831aa51d9fffff,8931aa51d8bffff,8a31aa51d89ffff,8b31aa51d891fff,8c31aa51d89cdff,8031fffffffffff,,13800016770
6771,13,120.1177,30.184,71,88309a4153fffff,89309a402cbffff,8a309a41534ffff,8b309a415349fff,8c309a415349bff,8041fffffffffff,,13800016771
6772,13,116.3005,37.4542,71,88319d2b15fffff,89319d2b15bffff,8a319d2b159ffff,8b319d2b159afff,8c319d2b159a7ff,8031fffffffffff,,13800016772
6773,13,116.3898,39.8682,70,8831aa40c7fffff,8931aa40c73ffff,8a31aa40c717fff,8b31aa40c712fff,8c31aa40c712bff,8031fffffffffff,,13800016773
6774,13,116.471,39.8808,70,8831aa4717fffff,8931aa473b7ffff,8a31aa4716b7fff,8b31aa4716b6fff,8c31aa4716b65ff,8031fffffffffff,,13800016774
6775,13,116.4916,39.912,70,8831aa462bfffff,8931aa462bbffff,8a31aa462bb7fff,8b31aa462bb2fff,8c31aa462bb2bff,8031fffffffffff,,13800016775
6776,13,116.6643,39.8914,70,8831aa704bfffff,8931aa704afffff,8a31aa704ae7fff,8b31aa704ae0fff,8c31aa704ae07ff,8031fffffffffff,,13800016776
6777,13,116.3832,39.9359,70,8831aa5527fffff,8931aa55277ffff,8a31aa55275ffff,8b31aa55275afff,8c31aa5526749ff,8031fffffffffff,,13800016777
6778,13,116.4627,39.9851,70,8831aa5415fffff,8931aa5414fffff,8a31aa5414d7fff,8b31aa5414d5fff,8c31aa5414d5bff,8031fffffffffff,,13800016778
6779,13,116.8613,40.3846,70,8831aabb5dfffff,8931aabb5d3ffff,8a31aabb5d07fff,8b31aabb5d05fff,8c31aabb5d019ff,8031fffffffffff,,13800016779
6780,13,116.4992,39.9076,70,8831aa4623fffff,8931aa46237ffff,8a31aa46236ffff,8b31aa46236efff,8c31aa46236e3ff,8031fffffffffff,,13800016780
6781,13,121.3407,31.203,69,8830982cabfffff,8930982caa3ffff,8a30982caa17fff,8b30982caa10fff,8c30982caa10bff,8031fffffffffff,,13800016781
6782,13,116.3744,39.9617,69,8831aa5561fffff,8931aa55617ffff,8a31aa556147fff,8b31aa556142fff,8c31aa556142bff,8031fffffffffff,,13800016782
6783,13,116.4808,39.9006,69,8831aa4625fffff,8931aa4624bffff,8a31aa4624affff,8b31aa4624a9fff,8c31aa4624a91ff,8031fffffffffff,,13800016783
6784,13,116.27,39.9186,69,8831aa51a5fffff,8931aa51a4fffff,8a31aa51a4cffff,8b31aa51a4cefff,8c31aa51a4ce1ff,8031fffffffffff,,13800016784
6785,13,116.3025,39.9891,69,8831aa5015fffff,8931aa50143ffff,8a31aa501407fff,8b31aa501402fff,8c31aa5014023ff,8031fffffffffff,,13800016785
6786,13,116.2884,39.9086,69,8831aa4343fffff,8931aa43407ffff,8a31aa43404ffff,8b31aa434048fff,8c31aa4340483ff,8031fffffffffff,,13800016786
6787,13,120.4566,41.5848,69,88311b053dfffff,89311b053d7ffff,8a311b053d5ffff,8b311b053d58fff,8c311b053d581ff,8031fffffffffff,,13800016787
6788,13,116.3015,39.9401,69,8831aa5183fffff,8931aa51827ffff,8a31aa51824ffff,8b31aa51824afff,8c31aa51824a9ff,8031fffffffffff,,13800016788
6789,13,116.3849,39.9874,69,8831aa5723fffff,8931aa55493ffff,8a31aa554927fff,8b31aa554924fff,8c31aa5549245ff,8031fffffffffff,,13800016789
6790,13,116.3319,39.9038,68,8831aa4227fffff,8931aa42277ffff,8a31aa422747fff,8b31aa422740fff,8c31aa4227401ff,8031fffffffffff,,13800016790
6791,13,116.37,39.9167,68,8831aa4217fffff,8931aa42167ffff,8a31aa42165ffff,8b31aa42165afff,8c31aa42165a1ff,8031fffffffffff,,13800016791
6792,13,116.4737,39.8956,68,8831aa4719fffff,8931aa4718fffff,8a31aa4718f7fff,8b31aa4718f6fff,8c31aa4718f69ff,8031fffffffffff,,13800016792
6793,13,116.6499,40.3224,68,8831aa88b9fffff,8931aa88b9bffff,8a31aa88b9affff,8b31aa88b9abfff,8c31aa88b9abbff,8031fffffffffff,,13800016793
6794,13,116.3883,39.962,68,8831aa550dfffff,8931aa550c3ffff,8a31aa550c2ffff,8b31aa550c2afff,8c31aa550c2a7ff,8031fffffffffff,,13800016794
6795,13,116.6804,39.8815,68,8831aa7057fffff,8931aa70577ffff,8a31aa70562ffff,8b31aa70575afff,8c31aa70575a5ff,8031fffffffffff,,13800016795
6796,13,116.5121,40.0125,68,8831aa56bbfffff,8931aa56babffff,8a31aa56baa7fff,8b31aa56baa1fff,8c31aa56baa15ff,8031fffffffffff,,13800016796
6797,13,116.4425,39.9241,68,8831aa55a3fffff,8931aa55a33ffff,8a31aa55a30ffff,8b31aa55a308fff,8c31aa55a3087ff,8031fffffffffff,,13800016797
6798,13,116.4107,39.9434,68,8831aa553bfffff,8931aa55333ffff,8a31aa553ad7fff,8b31aa553ad2fff,8c31aa553ad2dff,8031fffffffffff,,13800016798
6799,13,116.3112,39.9406,68,8831aa5191fffff,8931aa5190bffff,8a31aa51908ffff,8b31aa519081fff,8c31aa51908cdff,8031fffffffffff,,13800016799
6800,13,116.5214,40.0237,68,8831aa5691fffff,8931aa5690fffff,8a31aa5690f7fff,8b31aa5690f3fff,8c31aa5690f3bff,8031fffffffffff,,13800016800
6801,13,116.2902,39.9044,68,8831aa4343fffff,8931aa4342bffff,8a31aa434287fff,8b31aa4342aafff,8c31aa4342aa5ff,8031fffffffffff,,13800016801
6802,13,116.5112,40.0051,68,8831aa56b3fffff,8931aa56b2bffff,8a31aa56b2b7fff,8b31aa56b2b4fff,8c31aa56b2b4bff,8031fffffffffff,,13800016802
6803,13,116.3505,39.8916,67,8831aa405dfffff,8931aa405cbffff,8a31aa405c87fff,8b31aa405c86fff,8c31aa405c869ff,8031fffffffffff,,13800016803
6804,13,116.4985,39.9829,67,8831aa5489fffff,8931aa5489bffff,8a31aa5489affff,8b31aa548836fff,8c31aa548836dff,8031fffffffffff,,13800016804
6805,13,116.4607,39.9473,67,8831aa558bfffff,8931aa558a7ffff,8a31aa558a6ffff,8b31aa558a6cfff,8c31aa558a6c7ff,8031fffffffffff,,13800016805
6806,13,116.4887,39.9287,67,8831aa466bfffff,8931aa466a3ffff,8a31aa466a0ffff,8b31aa466a08fff,8c31aa466a081ff,8031fffffffffff,,13800016806
6807,13,114.4895,38.0168,67,88319c9125fffff,89319c9124bffff,8a319c91249ffff,8b319c91249efff,8c319c91249ebff,8031fffffffffff,,13800016807
6808,13,116.3522,39.9328,67,8831aa420bfffff,8931aa420b7ffff,8a31aa420b77fff,8b31aa420b73fff,8c31aa420b735ff,8031fffffffffff,,13800016808
6809,13,116.6475,39.9153,67,8831aa7229fffff,8931aa72293ffff,8a31aa722977fff,8b31aa722976fff,8c31aa7229765ff,8031fffffffffff,,13800016809
6810,13,116.4271,39.9603,67,8831aa5513fffff,8931aa551afffff,8a31aa551adffff,8b31aa551ad9fff,8c31aa551ad91ff,8031fffffffffff,,13800016810
6811,13,116.3542,39.8376,67,8831aa41d5fffff,8931aa41d53ffff,8a31aa41d507fff,8b31aa41d506fff,8c31aa41d5067ff,8031fffffffffff,,13800016811
6812,13,116.3129,39.979,67,8831aa50edfffff,8931aa50ec7ffff,8a31aa50ec57fff,8b31aa50ec50fff,8c31aa50ec509ff,8031fffffffffff,,13800016812
6813,13,116.4899,39.9394,67,8831aa4645fffff,8931aa46457ffff,8a31aa46456ffff,8b31aa46456efff,8c31aa46456e1ff,8031fffffffffff,,13800016813
6814,13,116.4752,39.8816,67,8831aa4717fffff,8931aa4716fffff,8a31aa47161ffff,8b31aa4716e6fff,8c31aa4716e6dff,8031fffffffffff,,13800016814
6815,13,116.3837,39.9032,66,8831aa42e3fffff,8931aa42e2fffff,8a31aa42e2c7fff,8b31aa42e2c0fff,8c31aa42e2c05ff,8031fffffffffff,,13800016815
6816,13,116.3785,39.8945,66,8831aa42adfffff,8931aa42ac7ffff,8a31aa42ac67fff,8b31aa42ac66fff,8c31aa42ac667ff,8031fffffffffff,,13800016816
6817,13,116.3461,39.9181,66,8831aa4207fffff,8931aa42067ffff,8a31aa420677fff,8b31aa420654fff,8c31aa4206727ff,8031fffffffffff,,13800016817
6818,13,116.5578,40.0324,66,8831aa19b7fffff,8931aa19b6bffff,8a31aa19b68ffff,8b31aa19b68bfff,8c31aa19b68bbff,8031fffffffffff,,13800016818
6819,13,116.5615,40.0323,66,8831aa0b59fffff,8931aa0b59bffff,8a31aa0b5997fff,8b31aa0b5996fff,8c31aa0b5996bff,8031fffffffffff,,13800016819
6820,13,116.68,39.8867,66,8831aa7051fffff,8931aa7050fffff,8a31aa7050e7fff,8b31aa7050e5fff,8c31aa7050e53ff,8031fffffffffff,,13800016820
6821,13,116.3692,39.9185,66,8831aa4217fffff,8931aa42167ffff,8a31aa421677fff,8b31aa421670fff,8c31aa421670bff,8031fffffffffff,,13800016821
6822,13,116.3006,39.9493,66,8831aa518bfffff,8931aa518a7ffff,8a31aa518a67fff,8b31aa518a65fff,8c31aa518a651ff,8031fffffffffff,,13800016822
6823,13,116.3028,39.9171,65,8831aa4359fffff,8931aa4359bffff,8a31aa4359a7fff,8b31aa4359a2fff,8c31aa4359a29ff,8031fffffffffff,,13800016823
6824,13,116.4378,39.8624,65,8831aa454dfffff,8931aa454d3ffff,8a31aa454d2ffff,8b31aa454d2cfff,8c31aa454d2c1ff,8031fffffffffff,,13800016824
6825,13,116.231,39.9048,65,8831aa5a85fffff,8931aa5a843ffff,8a31aa5a8407fff,8b31aa5a8400fff,8c31aa5a84009ff,8031fffffffffff,,13800016825
6826,13,116.6944,39.8939,65,8831aa72adfffff,8931aa72e6fffff,8a31aa72e6dffff,8b31aa72e6d8fff,8c31aa72e6d81ff,8031fffffffffff,,13800016826
6827,13,116.488,39.9993,65,8831aa54c9fffff,8931aa54c9bffff,8a31aa54c997fff,8b31aa54c995fff,8c31aa54c9953ff,8031fffffffffff,,13800016827
6828,13,116.8352,40.3841,65,8831aa8e9bfffff,8931aa8e9a7ffff,8a31aa8e9a5ffff,8b31aa8e9a5dfff,8c31aa8e9a5d1ff,8031fffffffffff,,13800016828
6829,13,116.384,39.9128,65,8831aa42ebfffff,8931aa42ea7ffff,8a31aa42ea0ffff,8b31aa42ea09fff,8c31aa42ea09bff,8031fffffffffff,,13800016829
6830,13,117.2127,39.1408,65,88318c0c89fffff,89318c0c813ffff,8a318c0c8127fff,8b318c0c8120fff,8c318c0c8120dff,8031fffffffffff,,13800016830
6831,13,116.6155,40.0566,65,8831aa0a51fffff,8931aa0a50bffff,8a31aa0a5087fff,8b31aa0a5086fff,8c31aa0a50861ff,8031fffffffffff,,13800016831
6832,13,116.3481,39.8808,65,8831aa4009fffff,8931aa40087ffff,8a31aa400857fff,8b31aa400852fff,8c31aa400852bff,8031fffffffffff,,13800016832
